Product,₹ Current Price,₹ Price Before,Discount,Rating
ASUS Vivobook 14 Touchscreen Intel P-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X140...,66990,82990,19% off,
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) ideapad 3 14ALC6UB Thin and...,50990,67990,25% off,
ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and L...,23990,33990,29% off,
ASUS Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C423NA-EC0521 Chromebook,25990,29990,13% off,
DELL G7 Core i9 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070/300 H...,129990,227250,42% off,
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) XPS 9315 Thin and Light Laptop,110490,143036,22% off,
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,22990,29990,23% off,
DELL Inspiron Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7620 2 in 1 Laptop,88490,114382,22% off,
ASUS Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK521WS Laptop,50314,62990,20% off,
ASUS ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4118T Thin and Light Lapt...,72150,,,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,30990,49990,38% off,
HP 15s Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15s-fq2626TU Thin and Light Laptop,38499,48400,20% off,
Nokia PureBook X14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510UL85S Thin and Light Lap...,43990,90000,51% off,
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home...,171990,230990,25% off,
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN...,39990,68790,41% off,
MSI Raider GE66 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 30...,244990,279990,12% off,
HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics) 16-B1370TX Laptop,162990,189577,14% off,
Lenovo IdeaPad Flex 5 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 Thin and Lig...,76860,97890,21% off,
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL30 Thin and...,24990,34990,28% off,
acer Aspire 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,57990,73999,21% off,
DELL Ryzen 5 Hexa Core - (16 GB/512 GB SSD/Windows 11 Home) D552266WIN9S Laptop,61990,84879,26% off,
MSI Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-269IN Thin and Light Laptop,48990,58990,16% off,
ASUS Chromebook Flip Touch Celeron Dual Core - (4 GB/32 GB EMMC Storage/Chrome OS) C214MA-BU0704 Chrom...,16990,31990,46% off,
ASUS VivoBook Gaming (2020) Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics...,87390,99990,12% off,
ASUS Zenbook 14 OLED (2023) Intel EVO P-Series Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) U...,117990,144990,18% off,
DELL Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 3511 Laptop,43990,53800,18% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,30990,49990,38% off,
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,33490,49990,33% off,
ASUS Vivobook Pro 15 OLED Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,89990,110990,18% off,
DELL Inspiron 3501 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Inspiron 3501 Thin and Light L...,39490,55534,28% off,
ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and L...,23990,33990,29% off,
ASUS Ryzen 7 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX30...,90990,135000,32% off,
ASUS Vivobook Pro 15 OLED (2023) Core i9 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics) K65...,160000,189000,15% off,
ASUS Ryzen 7 Octa Core - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050 Ti ...,91600,121000,24% off,
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,22990,29990,23% off,
Infinix X1 Slim Series Core i5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Lapto...,38990,64999,40% off,
MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) Prestige 16Evo A13M-266IN Laptop,134990,151990,11% off,
MSI Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650...,59990,69990,14% off,
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL30 Thin and...,24990,34990,28% off,
acer Aspire 5 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) A515-56 Thin and Light Laptop,39990,48999,18% off,
HP Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light Laptop,44999,51266,12% off,
acer Spin 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) SP314-55N 2 in 1 Laptop,84990,95999,11% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,27990,44990,37% off,
HP Omen Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,87490,102551,14% off,
DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,44190,54723,19% off,
MSI Modern 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) B11MOU-477IN Notebook,48990,55990,12% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,27990,44990,37% off,
MICROSOFT Surface Laptop 3 Ryzen 5 Quad Core 3580U - (8 GB/128 GB SSD/Windows 10 Home) 1873 Laptop,99990,124999,20% off,
HP Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0019TU Thin and Light Laptop,47999,54552,12% off,
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,74990,103900,27% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,27990,44990,37% off,
MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) Prestige 16Studio A13VE-031IN Laptop,179990,,,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,30990,49990,38% off,
HP OMEN Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/AMD Radeon RX...,110380,152535,27% off,
ASUS Chromebook Flip Touch Celeron Dual Core - (4 GB/32 GB EMMC Storage/Chrome OS) C214MA-BU0704 Chrom...,16990,31990,46% off,
ASUS Eeebook 14 Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) E410KA-BV101WS Thin and Light La...,32900,39900,17% off,
ASUS TUF Gaming F17 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,71990,79770,9% off,
ASUS TUF Gaming F17 (2022) with 90Whr Battery Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 G...,94990,113990,16% off,
ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and L...,23990,33990,29% off,
ASUS Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060- 6GB)...,143918,170990,15% off,
Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800LAIN Laptop,40699,55695,26% off,
MSI Pulse GL66 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,102490,123990,17% off,
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Ligh...,33990,59390,42% off,
ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060/300...,202490,237937,14% off,
GIGABYTE AERO 5 KE4 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,149990,163953,8% off,
acer ConceptD 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) CN515-51 Thin and Li...,92990,119999,22% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,27990,44990,37% off,
HP HP 240 G8 Core i3 11th Gen - (8 GB/512 GB HDD/512 GB SSD/16 GB EMMC Storage/DOS) 240 G8 Business La...,34990,43763,20% off,
Lenovo Ideapad 5 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) Ideapad 5 15ALC05 Thin a...,66998,95090,29% off,
ASUS Zenbook 14 OLED (2023) Touchscreen Intel EVO P-Series Core i5 13th Gen - (16 GB/512 GB SSD/Window...,102219,145000,29% off,
ASUS Chromebook Flip Touch Celeron Dual Core - (4 GB/32 GB EMMC Storage/Chrome OS) C214MA-BU0704 Chrom...,16990,31990,46% off,
MSI Prestige 14 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14Evo A11M-62...,84990,95990,11% off,
MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) Summit E14FlipEvo A13MT-278IN Thin and Light L...,144990,162990,11% off,
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,22990,29990,23% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,30990,49990,38% off,
HP Envy Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 13-ad125TU Thin and Light Laptop,69990,,,
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,159990,218290,26% off,
ASUS Chromebook Touch Intel Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C423NA-BZ0522 Chro...,20990,29990,30% off,
ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and L...,23990,33990,29% off,
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Metal Laptop Thin and Light...,73890,95332,22% off,
acer Extensa Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) EX215-54 Notebook,34990,47999,27% off,
Lenovo Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) G2ITL Laptop,35890,48999,26% off,
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Ligh...,33990,59390,42% off,
Lenovo Yoga Slim 7 Pro Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IAP7 Thin and Light Lap...,108990,139890,22% off,
ASUS Core i3 - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Laptop,41649,56990,26% off,
SAMSUNG Galaxy Book 2 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) NP550 Thin and Light Lapto...,64990,70990,8% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,30990,49990,38% off,
ASUS Vivobook Go 15 OLED (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK...,47990,61990,22% off,
acer Aspire 3 Pentium Silver - (4 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook,26490,32990,19% off,
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz...,123990,161531,23% off,
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL30 Thin and...,24990,34990,28% off,
ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) M3500QCL1711WS Laptop,84419,103000,18% off,
SAMSUNG Galaxy Book 2 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) NP550 Thin and Light Lapto...,64990,70990,8% off,
DELL Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/...,146990,190925,23% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,27990,44990,37% off,
acer Predator Helios 300 Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,99990,129999,23% off,
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz...,123990,161531,23% off,
HP Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1083AU Thin and Light Laptop,60890,72148,15% off,
ASUS Chromebook Flip Touch Celeron Dual Core - (4 GB/32 GB EMMC Storage/Chrome OS) C214MA-BU0704 Chrom...,16990,31990,46% off,
HP Envy Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 13-ad125TU Thin and Light Laptop,69990,,,
ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and L...,174990,233990,25% off,
GIGABYTE G5 ME-51IN213SH Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,85990,119990,28% off,
ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and L...,23990,33990,29% off,
acer Aspire 3 Pentium Silver - (4 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook,26490,32990,19% off,
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Hom...,199990,224990,11% off,
DELL Inspiron Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Laptop,58590,80101,26% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,27990,44990,37% off,
MSI GP Core i7 7th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,112990,,,
ASUS Zenbook 14 OLED (2023) Intel EVO P-Series Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) U...,117990,144990,18% off,
DELL Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,105990,120056,11% off,
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,22990,29990,23% off,
HP 240 G7 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro) 240 G7 Thin and Light Laptop,45280,,,
DELL Inspiron Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Metal Laptop Thin a...,61690,87571,29% off,
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,85998,111190,22% off,
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN...,39990,68790,41% off,
ASUS VivoBook Ultra 14 (2022) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB532WS Thi...,55990,80990,30% off,
ASUS Chromebook Flip Touch Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C214MA-BU0452 Chrom...,23990,29990,20% off,
ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and L...,174990,233990,25% off,
ASUS Chromebook Flip Touch Celeron Dual Core - (4 GB/32 GB EMMC Storage/Chrome OS) C214MA-BU0704 Chrom...,16990,31990,46% off,
GIGABYTE G5 ME-51IN213SH Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,85990,119990,28% off,
HP MediaTek Kompanio 1200 - (8 GB/256 GB SSD/Chrome OS) 13b-ca0006MU Thin and Light Laptop,47267,,,
MICROSOFT Surface Laptop 3 Core i5 10th Gen - (8 GB/128 GB SSD/Windows 10 Home) 1867 Laptop,94490,104999,10% off,
ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and L...,23990,33990,29% off,
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Hom...,199990,224990,11% off,
ASUS Vivobook S 15 OLED (2023) Intel EVO H-Series Core i9 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) ...,109990,134990,18% off,
ASUS Vivobook 14X (2023) Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) K3405VF-L...,86500,99800,13% off,
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Ligh...,33990,59390,42% off,
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows ...,129990,176990,26% off,
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,22990,29990,23% off,
HP Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1083AU Thin and Light Laptop,60890,72148,15% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,27990,44990,37% off,
Lenovo IdeaPad Gaming 3 Intel Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,62990,85290,26% off,
DELL Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,105990,120056,11% off,
HP 15s Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3517TU Thin and Light Laptop,54960,70200,21% off,
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,22990,29990,23% off,
MSI GP Core i7 7th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,112990,,,
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,85998,111190,22% off,
HP Intel Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 13-aw0211TU 2 in 1 Laptop,126000,152042,17% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,30990,49990,38% off,
Lenovo Ideapad 720S Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin and Light Lapt...,74990,83458,10% off,
HP 240 G7 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro) 240 G7 Thin and Light Laptop,45280,,,
DELL G15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/12...,84066,101749,17% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,27990,44990,37% off,
DELL Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,127990,158310,19% off,
Vaio SE Series Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NP14V1IN004P Thin and Light Laptop,58990,84690,30% off,
acer Intel EVO Swift 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF514-55TA Thin and Light ...,79990,109999,27% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,27990,44990,37% off,
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA ...,56990,76890,25% off,
ASUS Zenbook Pro 14 Duo OLED (2023) Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/N...,199990,242990,17% off,
ASUS Vivobook 14X (2023) Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) K3405VF-L...,84900,105000,19% off,
ASUS Chromebook Flip Touch Celeron Dual Core - (4 GB/32 GB EMMC Storage/Chrome OS) C214MA-BU0704 Chrom...,16990,31990,46% off,
SAMSUNG Galaxy Book2 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) NP750XED-KC3IN Thin and Lig...,69990,88990,21% off,
Lenovo IdeaPad Gaming 3 Intel Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,75998,102090,25% off,
Lenovo Legion 5 Pro Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,164990,223890,26% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,30990,49990,38% off,
HP Victus Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) ...,114990,127764,9% off,
HP Envy x360 Creator OLED Eyesafe Intel Evo Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360...,104990,121630,13% off,
DELL Inspiron Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 14 2-in-1 2 in ...,78061,98833,21% off,
ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and L...,23990,33990,29% off,
Lenovo V15 G2 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) V15 ITL G2 Laptop,49490,81450,39% off,
Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Lig...,52990,60990,13% off,
acer Swift Go Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71 Thin and Light Laptop,93999,,,
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Ligh...,33990,59390,42% off,
HP Victus Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) ...,114990,127764,9% off,
HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5001TU Thin and Light Laptop,61000,68537,10% off,
Lenovo V15 G2 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) V15 ITL G2 Laptop,49490,81450,39% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,27990,44990,37% off,
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...,150990,195990,22% off,
acer Swift Go Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71 Thin and Light Laptop,93999,,,
MSI GT77 Titan Core i9 12th Gen - (64 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 30...,499990,526990,5% off,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,27990,44990,37% off,
DELL Inspiron 3510 Pentium Quad Core 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) 3510 Laptop,35500,40000,11% off,
ASUS VivoBook 14 Core i3 7th Gen - (4 GB/256 GB SSD/Windows 10 Home) X412UA-EK342T Thin and Light Lapt...,31490,36271,13% off,
ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L303WS Laptop,42868,58990,27% off,
ASUS Chromebook Flip Touch Celeron Dual Core - (4 GB/32 GB EMMC Storage/Chrome OS) C214MA-BU0704 Chrom...,16990,31990,46% off,
DELL Inspiron 3511 Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 3511 Laptop,45890,60371,23% off,
ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC311WS 2 in 1 Lapt...,58990,67990,13% off,
DELL Inspiron Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5420 Thin and Light Lapto...,91958,,,
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,30990,49990,38% off,
HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11a-na0006MU Chromebook,19990,25451,21% off,
Lenovo Legion 7i Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2...,183490,279890,34% off,
ASUS Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX RTX 3070 8GB ...,132982,188990,29% off,
ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and L...,23990,33990,29% off,
